Ref.Data,Citta,Zona,Address,Price,Dimension (m2),Floor,Ascensore,Rooms,Bathrooms,Build.Date,Stato
08/05/2023,Torino,Barriera di Milano,via Alessandro Scarlatti,166000,75,4,1,3,1,1980,Nuovo / In costruzione
08/05/2023,Torino,Aurora,largo Brescia,205000,75,2,1,3,1,1980,Nuovo / In costruzione
08/05/2023,Torino,Aurora,Strada Del Fortino,158000,70,2,1,3,1,1980,Nuovo / In costruzione
08/05/2023,Torino,Barriera di Milano,via Renato Martorelli,209000,95,2,1,3,1,1980,Nuovo / In costruzione
02/05/2023,Torino,Barriera di Milano,via sempione 160,47900,55,0,1,2,1,1970,
29/04/2023,Torino,Barriera di Milano,via Pier Fortunato Calvi 16,38000,55,1,1,2,1,1980,
04/05/2023,Torino,Aurora,via Bognanco 5,125000,71,1,1,3,1,1900,Ottimo / Ristrutturato
08/05/2023,Torino,Aurora,via Salerno 5,157000,90,2,1,4,1,1924,Buono / Abitabile
05/05/2023,Torino,Barriera di Milano,via Lauro Rossi 77,48000,55,2,1,2,1,1955,Da ristrutturare
28/04/2023,Torino,Barriera di Milano,corso Giulio Cesare 160,79000,66,3,0,3,1,1940,Ottimo / Ristrutturato
09/05/2023,Torino,Rebaudengo,corso Vercelli 226,99000,93,5,1,3,1,1965,Buono / Abitabile
28/04/2023,Torino,Barriera di Milano,via Enrico Cavaglià 8,25000,40,0,0,2,1,1960,Buono / Abitabile
02/05/2023,Torino,Barriera di Milano,via Aosta 64,165000,110,9,1,4,1,1962,Ottimo / Ristrutturato
27/04/2023,Torino,Aurora,via Aosta 41,109000,78,1,1,3,1,1960,Ottimo / Ristrutturato
27/04/2023,Torino,Barriera di Milano,via Montanaro 50,79900,80,2,1,3,1,1970,Buono / Abitabile
28/04/2023,Torino,Barriera di Milano,corso Novara 47,40000,80,7,1,3,1,1955,Buono / Abitabile
27/04/2023,Torino,Regio Parco,corso Giulio Cesare,115000,85,5,0,2,1,1980,Buono / Abitabile
27/04/2023,Torino,Barriera di Milano,via Monte Rosa 28,54900,50,2,0,3,1,1940,Buono / Abitabile
03/05/2023,Torino,Barriera di Milano,piazza Francesco Crispi 58,38000,47,3,0,2,1,1940,Buono / Abitabile
03/05/2023,Torino,Barriera di Milano,via Baltea 10,54900,78,0,0,3,1,1960,Buono / Abitabile
04/05/2023,Torino,Barriera di Milano,via Fossata 24,48000,50,3,0,2,1,1925,Buono / Abitabile
26/04/2023,Torino,Rebaudengo,corso Giulio Cesare 205,55000,60,6,1,2,1,1970,Da ristrutturare
26/04/2023,Torino,Rebaudengo,corso Giulio Cesare 299,165000,150,2,1,5,2,1965,Buono / Abitabile
26/04/2023,Torino,Barriera di Milano,via Sempione 78,85000,95,4,0,4,1,1950,Ottimo / Ristrutturato
04/05/2023,Torino,Rebaudengo,corso Vercelli 181,95000,95,8,1,4,1,1970,Da ristrutturare
27/04/2023,Torino,Quadrilatero Romano,via delle orfane 29,39000,18,4,0,1,1,1980,Ottimo / Ristrutturato
26/04/2023,Torino,Barriera di Milano,via Malone 27,59000,78,1,0,3,2,1907,Buono / Abitabile
25/04/2023,Torino,Barriera di Milano,via Malone 27,39000,35,1,0,2,1,1907,Buono / Abitabile
09/05/2023,Torino,Rebaudengo,piazza Conti di Rebaudengo 12,49000,50,3,1,2,1,1960,Buono / Abitabile
24/04/2023,Torino,Aurora,via Antonio Cecchi 56,105000,92,1,1,3,1,1950,Ottimo / Ristrutturato
27/04/2023,Torino,Barriera di Milano,via Brandizzo,65000,75,1,1,3,1,1980,Buono / Abitabile
08/05/2023,Torino,Aurora,corso Brescia,250000,90,3,1,3,1,1980,Nuovo / In costruzione
09/05/2023,Torino,Barriera di Milano,via Renato Martorelli 24,20000,25,0,0,1,1,1980,
27/04/2023,Torino,Aurora,via Vittorio Andreis 18//6,129000,70,1,1,3,1,1960,Buono / Abitabile
26/04/2023,Torino,Aurora,via Carlo Antonio Porporati 8,89000,45,4,1,2,1,1950,Buono / Abitabile
26/04/2023,Torino,Aurora,Strada del Fortino 19,59000,60,3,0,3,1,1950,Da ristrutturare
03/05/2023,Torino,Barriera di Milano,via Baltea 10,33000,50,0,0,2,1,1950,Da ristrutturare
27/04/2023,Torino,Barriera di Milano,corso GIULIO CESARE  122,99000,110,5,1,4,1,1930,Buono / Abitabile
03/05/2023,Torino,Barriera di Milano,via Baltea 16,59000,50,2,0,2,1,1940,Buono / Abitabile
21/04/2023,Torino,Barriera di Milano,via Alessandro Scarlatti 31,59000,65,0,1,2,1,1970,Buono / Abitabile
21/04/2023,Torino,Aurora,via Parma 11,98000,65,0,1,2,1,1950,Buono / Abitabile
03/05/2023,Torino,Aurora,via Parma 11,122000,75,3,1,3,1,1950,Buono / Abitabile
03/05/2023,Torino,Aurora,via Parma 11,125000,80,2,1,3,1,1950,Buono / Abitabile
03/05/2023,Torino,Aurora,via Parma 11,111000,81,1,1,3,1,1950,Buono / Abitabile
21/04/2023,Torino,Aurora,via Parma 11,126000,70,1,1,2,1,1950,Buono / Abitabile
21/04/2023,Torino,Aurora,via Parma 11,95000,60,2,1,2,1,1950,Buono / Abitabile
21/04/2023,Torino,Aurora,via Parma 11,90000,59,0,1,2,1,1950,Buono / Abitabile
28/04/2023,Torino,Barriera di Milano,via Jacopo Foroni 7,54900,75,2,0,3,1,1940,Buono / Abitabile
06/05/2023,Torino,Rebaudengo,via Nicola Porpora 29/12,82000,82,2,0,3,1,1955,Buono / Abitabile
28/04/2023,Torino,Aurora,Lungo Dora Agrigento 77,120000,75,6,1,2,1,1960,Buono / Abitabile
02/05/2023,Torino,Barriera di Milano,via Candia 19,38000,47,4,0,2,1,1950,Buono / Abitabile
08/05/2023,Torino,Barriera di Milano,via Soana 17/d,120000,58,1,0,2,1,1901,Ottimo / Ristrutturato
06/05/2023,Torino,Barriera di Milano,via Lauro Rossi 39.,78000,98,1,1,4,1,1980,Da ristrutturare
26/04/2023,Torino,Barriera di Milano,corso Giulio Cesare 148,89000,75,6,1,3,1,1930,Buono / Abitabile
21/04/2023,Torino,Aurora,via Parma 11,97000,60,3,1,2,1,1950,Buono / Abitabile
20/04/2023,Torino,Barriera di Milano,via Girolamo Frescobaldi 6,62900,40,1,1,2,1,2008,
20/04/2023,Torino,Barriera di Milano,corso Vercelli 144,69900,70,1,0,3,1,1940,Buono / Abitabile
21/04/2023,Torino,Barriera di Milano,via Valprato 52,199000,93,1,1,3,2,2006,Ottimo / Ristrutturato
21/04/2023,Torino,Rebaudengo,via Nicola Porpora 29/18,43000,45,0,1,2,1,1960,Da ristrutturare
26/04/2023,Torino,Aurora,corso Regina Margherita 102,290000,148,1,1,5,1,1915,Da ristrutturare
27/04/2023,Torino,Aurora,corso Novara 10,115000,92,3,0,4,2,1940,Buono / Abitabile
28/04/2023,Torino,Barriera di Milano,via Monte Rosa 81,45000,45,6,1,2,1,1960,Da ristrutturare
18/04/2023,Torino,Aurora,via Cardinale Gaetano Alimonda 5,139000,90,1,1,4,1,1940,Buono / Abitabile
18/04/2023,Torino,Barriera di Milano,via Giovanni Pierluigi da Palestrina 46,34000,41,3,0,2,1,1940,Da ristrutturare
21/04/2023,Torino,Barriera di Milano,via Giovanni Pierluigi da Palestrina 46,65000,85,3,0,4,2,1980,Da ristrutturare
18/04/2023,Torino,Aurora,largo Brescia 47,138000,83,2,1,3,1,1960,Ottimo / Ristrutturato
19/04/2023,Torino,Rebaudengo,via campobasso 10,95000,80,0,1,3,1,1970,Buono / Abitabile
18/04/2023,Torino,Barriera di Milano,via Giovanni Pierluigi da Palestrina 46,99000,85,0,0,4,1,1940,Ottimo / Ristrutturato
18/04/2023,Torino,Rebaudengo,corso Vercelli 278,115000,87,2,1,3,1,1992,Buono / Abitabile
17/04/2023,Torino,Barriera di Milano,via Giovanni Paisiello 49,48000,60,2,1,2,1,1950,Buono / Abitabile
08/05/2023,Torino,Barriera di Milano,corso Vercelli 121,65000,65,2,0,3,1,1950,Buono / Abitabile
17/04/2023,Torino,Barriera di Milano,via Leinì 19,290000,280,0,0,5,1,1940,Buono / Abitabile
17/04/2023,Torino,Aurora,via Borgo Dora 4,149000,65,2,1,2,1,1945,Buono / Abitabile
27/04/2023,Torino,Barriera di Milano,via Gaspare Spontini 8,29000,40,3,0,2,1,1960,Da ristrutturare
20/04/2023,Torino,Barriera di Milano,corso Giulio Cesare 118,49900,60,3,1,3,1,1940,Da ristrutturare
15/04/2023,Torino,Rebaudengo,via Nicola Porpora 26,49900,50,2,1,2,1,1950,Da ristrutturare
15/04/2023,Torino,Rebaudengo,via Nicola Porpora 26,49900,50,2,1,2,1,1950,Da ristrutturare
18/04/2023,Torino,Aurora,corso Regio Parco,98000,40,0,0,2,1,1960,Buono / Abitabile
18/04/2023,Torino,Barriera di Milano,via Brandizzo 98,48900,55,4,1,2,1,1970,
06/05/2023,Torino,Barriera di Milano,via Santhià 91,74800,50,2,0,2,1,1970,
29/04/2023,Torino,Barriera di Milano,via Monte Rosa 44,68000,72,1,0,3,1,1930,Buono / Abitabile
14/04/2023,Torino,Barriera di Milano,via Antonio Vivaldi 4,39900,54,3,0,2,1,1955,Buono / Abitabile
21/04/2023,Torino,Barriera di Milano,via Bologna 97,89000,70,4,0,3,1,1980,Buono / Abitabile
14/04/2023,Torino,Regio Parco,corso Giulio Cesare 180,99000,75,2,0,3,1,1910,Buono / Abitabile
26/04/2023,Torino,Regio Parco,corso Giulio Cesare 180A,46000,82,5,0,3,1,1940,Buono / Abitabile
14/04/2023,Torino,Barriera di Milano,via Desana 19,43000,54,2,0,2,1,1940,Buono / Abitabile
14/04/2023,Torino,Rebaudengo,piazza Derna 231,520000,900,3,1,5,1,1993,Ottimo / Ristrutturato
21/04/2023,Torino,Barriera di Milano,via Valprato 56/4,300000,147,5,1,5,2,2011,Nuovo / In costruzione
13/04/2023,Torino,Barriera di Milano,via Gaspare Spontini 27,29000,48,0,0,2,1,1950,Buono / Abitabile
18/04/2023,Torino,Barriera di Milano,via Luigi Salvatore Cherubini 10,39900,59,4,1,2,1,1970,Buono / Abitabile
17/04/2023,Torino,Barriera di Milano,via Feletto 35,55000,38,2,1,2,1,1950,Ottimo / Ristrutturato
14/04/2023,Torino,Barriera di Milano,via Giovanni Paisiello 12,34000,40,2,0,1,1,1960,Buono / Abitabile
12/04/2023,Torino,Aurora,via Beinasco 7,79000,75,2,0,3,1,1977,Buono / Abitabile
12/04/2023,Torino,Aurora,corso Vercelli 28,43900,50,3,0,2,1,1870,Buono / Abitabile
13/04/2023,Torino,Aurora,Strada del Fortino 27,69000,75,4,0,3,1,1930,Buono / Abitabile
18/04/2023,Torino,Aurora,via Pisa 18,1030000,268,4,1,5,1,2023,Nuovo / In costruzione
18/04/2023,Torino,Aurora,via Pisa 18,799000,209,4,1,4,1,2023,Nuovo / In costruzione
12/04/2023,Torino,Aurora,via Piossasco 11/4,105000,103,2,1,4,1,1960,Da ristrutturare
29/04/2023,Torino,Barriera di Milano,via Luigi Salvatore Cherubini 6,42000,56,6,1,2,1,1957,Buono / Abitabile
12/04/2023,Torino,Barriera di Milano,via Gaspare Spontini 6,85000,77,1,0,3,1,1952,Ottimo / Ristrutturato
18/04/2023,Torino,San Donato,corso Principe Eugenio 4,199000,114,1,1,4,1,1900,Ottimo / Ristrutturato
18/04/2023,Torino,Aurora,via Pisa 18,899000,236,4,1,5,1,2023,Nuovo / In costruzione
26/04/2023,Torino,Rebaudengo,via Alessandrina Ravizza 7,35000,40,1,0,2,1,1950,Da ristrutturare
18/04/2023,Torino,Aurora,via Pisa 18,249000,73,2,1,2,1,2023,Nuovo / In costruzione
18/04/2023,Torino,Aurora,via Pisa 18,349000,96,2,1,2,1,2023,Nuovo / In costruzione
18/04/2023,Torino,Aurora,via Pisa 18,189000,52,2,1,1,1,2023,Nuovo / In costruzione
17/04/2023,Torino,Barriera di Milano,via Rivarossa,55000,50,1,0,2,1,1980,Ottimo / Ristrutturato
20/04/2023,Torino,Barriera di Milano,via candia 9/B,59900,50,3,0,2,1,1980,
14/04/2023,Torino,Barriera di Milano,via Giovanni Paisiello 69,119000,105,2,1,3,1,1980,Da ristrutturare
15/04/2023,Torino,Barriera di Milano,via Renato Martorelli 29,54000,67,4,0,3,1,1940,Buono / Abitabile
13/04/2023,Torino,Barriera di Milano,piazza Giovanni Bottesini 15,79000,78,2,1,3,1,1969,Buono / Abitabile
07/04/2023,Torino,Rebaudengo,via Vistrorio 99,115000,87,2,1,4,1,1995,Ottimo / Ristrutturato
24/04/2023,Torino,Aurora,via Lodi,79000,55,4,1,2,1,1960,Buono / Abitabile
15/04/2023,Torino,Barriera di Milano,via Lauro Rossi 34,48000,48,0,0,2,1,1900,Ottimo / Ristrutturato
18/04/2023,Torino,Aurora,corso Principe Oddone 64,279000,115,2,1,5,2,1930,Buono / Abitabile
05/04/2023,Torino,Barriera di Milano,via Alessandro Scarlatti 23,30000,40,3,0,2,1,1958,Buono / Abitabile
13/04/2023,Torino,Aurora,corso Brescia 4,94000,90,4,0,4,1,1900,Buono / Abitabile
20/04/2023,Torino,Aurora,corso Giulio Cesare 59,29900,50,3,0,2,1,1950,Buono / Abitabile
20/04/2023,Torino,Aurora,corso Giulio Cesare 59,25900,42,3,0,2,1,1950,Da ristrutturare
13/04/2023,Torino,Aurora,via Cuneo 49,135000,85,5,1,3,1,1960,Ottimo / Ristrutturato
21/04/2023,Torino,Barriera di Milano,via Antonio Banfo 50,29000,40,1,0,2,1,1940,Da ristrutturare
05/04/2023,Torino,Barriera di Milano,corso Giulio Cesare 173,69000,80,3,1,4,1,1930,Buono / Abitabile
05/04/2023,Torino,Aurora,corso Giulio Cesare 59,34900,45,3,0,2,1,1900,Buono / Abitabile
04/04/2023,Torino,Barriera di Milano,corso Palermo,55000,85,1,0,3,1,1967,Da ristrutturare
08/05/2023,Torino,Barriera di Milano,via Pont 7,29000,50,0,0,2,1,1930,Buono / Abitabile
04/04/2023,Torino,Aurora,via Francesco Cigna 64,75000,50,1,1,2,1,1966,Ottimo / Ristrutturato
05/04/2023,Torino,Barriera di Milano,via Feletto 35,55000,45,2,1,2,1,1900,Ottimo / Ristrutturato
12/04/2023,Torino,Barriera di Milano,via Alessandro Scarlatti 60,55000,61,2,0,3,1,1940,Buono / Abitabile
06/05/2023,Torino,Barriera di Milano,via Niccolò Paganini 42,89900,90,1,0,4,1,1940,
03/04/2023,Torino,Aurora,corso Novara 38,95000,87,3,1,3,1,1957,Buono / Abitabile
08/04/2023,Torino,Aurora,corso Principe Oddone 38,129000,120,1,0,5,1,1930,Da ristrutturare
21/04/2023,Torino,Aurora,via Cuneo 2,125000,72,3,1,3,1,2000,Buono / Abitabile
03/04/2023,Torino,Barriera di Milano,via Gaspare Spontini 6,63000,85,1,0,3,1,1960,Buono / Abitabile
22/04/2023,Torino,Rebaudengo,via Gottardo 51,79900,85,7,1,3,1,1970,Buono / Abitabile
19/04/2023,Torino,Aurora,via Gianfrancesco Fiochetto 1,120000,105,1,1,5,2,1980,Da ristrutturare
07/04/2023,Torino,Aurora,ottimo stato,290000,150,1,0,5,2,1900,Ottimo / Ristrutturato
06/05/2023,Torino,Barriera di Milano,via mercadante 74,189000,115,2,1,4,2,1970,Buono / Abitabile
18/04/2023,Torino,Barriera di Milano,via Bologna 93,79900,75,2,1,3,1,1960,Buono / Abitabile
01/04/2023,Torino,Aurora,via Antonio Cecchi,63000,65,3,1,3,1,1950,Buono / Abitabile
07/05/2023,Torino,Barriera di Milano,via Soana,120000,58,1,0,2,1,2016,Ottimo / Ristrutturato
09/05/2023,Torino,Aurora,corso Giulio Cesare 58,119000,114,7,1,4,1,1960,Buono / Abitabile
03/04/2023,Torino,Rebaudengo,via Gottardo 37,104000,90,2,1,3,1,1965,Ottimo / Ristrutturato
03/04/2023,Torino,Aurora,via San Giovanni Battista la Salle 16,39000,48,1,0,2,1,1900,Da ristrutturare
31/03/2023,Torino,Barriera di Milano,via Giovanni Duprè 24,65000,60,2,0,2,1,1960,Buono / Abitabile
09/05/2023,Torino,Barriera di Milano,via Lauro Rossi 57,37000,40,0,0,2,1,1950,Buono / Abitabile
06/05/2023,Torino,Barriera di Milano,via Renato Martorelli 84,79000,75,1,0,3,1,1933,Ottimo / Ristrutturato
04/04/2023,Torino,Barriera di Milano,via Chatillon 9,28000,40,1,0,3,1,1980,Da ristrutturare
04/04/2023,Torino,Barriera di Milano,via Fossata,89900,55,3,1,2,1,1955,Ottimo / Ristrutturato
30/03/2023,Torino,Barriera di Milano,via Salassa 14,79000,80,5,0,3,1,1950,Buono / Abitabile
31/03/2023,Torino,Barriera di Milano,via Alessandro Scarlatti 62,94000,60,3,1,2,1,2003,Ottimo / Ristrutturato
30/03/2023,Torino,Aurora,via Antonio Cecchi 60,63000,65,3,1,2,1,1950,Buono / Abitabile
30/03/2023,Torino,Rebaudengo,via Botticelli,59000,60,3,1,2,1,1980,Buono / Abitabile
30/03/2023,Torino,Barriera di Milano,piazza Francesco Crispi,79000,108,0,0,7,1,1980,
30/03/2023,Torino,Barriera di Milano,via mercadante 74,219900,150,1,1,5,2,1970,Nuovo / In costruzione
03/05/2023,Torino,Barriera di Milano,corso Giulio Cesare 60,210000,110,6,1,4,2,1930,Buono / Abitabile
15/04/2023,Torino,Rebaudengo,via Federico Patetta,59000,60,0,0,2,1,1970,Buono / Abitabile
03/04/2023,Torino,Aurora,corso Giulio Cesare 45,60000,40,0,1,2,1,2023,Nuovo / In costruzione
30/03/2023,Torino,Barriera di Milano,via Amilcare Ponchielli 26,129000,130,1,1,4,2,1978,Buono / Abitabile
12/04/2023,Torino,Rebaudengo,via Nicola Porpora 39,89000,78,3,1,3,1,1960,Buono / Abitabile
05/05/2023,Torino,Aurora,via Bologna 56,129000,56,2,0,2,1,2006,Ottimo / Ristrutturato
28/03/2023,Torino,Aurora,via aosta 15,83000,80,4,0,3,1,1950,Buono / Abitabile
03/05/2023,Torino,Aurora,via Pesaro 34,127000,82,3,1,3,1,1980,Ottimo / Ristrutturato
03/04/2023,Torino,Barriera di Milano,via Alberto Viriglio 40,95000,80,3,0,3,1,1956,Ottimo / Ristrutturato
02/05/2023,Torino,Aurora,via Vittorio Andreis 3,433000,173,3,1,5,3,1935,Ottimo / Ristrutturato
13/04/2023,Torino,Barriera di Milano,via Giovanni Paisiello 17,69900,80,2,1,3,1,1980,Buono / Abitabile
27/03/2023,Torino,Barriera di Milano,corso Giulio Cesare 77,53000,50,5,1,2,1,1950,Da ristrutturare
27/03/2023,Torino,Aurora,corso Emilia 31,39000,49,4,0,2,1,1960,Buono / Abitabile
14/04/2023,Torino,Aurora,corso Giulio Cesare 20,219000,108,1,1,4,1,1900,
25/04/2023,Torino,Aurora,via Antonio Cecchi 44,155000,136,1,0,5,2,1960,Da ristrutturare
27/03/2023,Torino,Rebaudengo,via Luigi Boccherini 1,110000,75,1,1,3,1,1960,Da ristrutturare
21/04/2023,Torino,Aurora,corso Palermo 83,79000,50,7,1,2,1,1970,Ottimo / Ristrutturato
08/05/2023,Torino,Barriera di Milano,via Brandizzo,188000,80,4,1,3,1,1980,Nuovo / In costruzione
08/05/2023,Torino,Aurora,via Bergamo,162000,70,4,1,3,1,1980,Nuovo / In costruzione
12/04/2023,Torino,Barriera di Milano,corso Giulio Cesare 81,48000,80,5,0,4,1,1950,Buono / Abitabile
18/04/2023,Torino,Rebaudengo,piazza conti di rebaudengo 21,109500,75,5,1,3,1,1960,Buono / Abitabile
25/03/2023,Torino,Barriera di Milano,via Ruggero Leoncavallo 45,229000,166,9,1,5,2,1980,Buono / Abitabile
19/04/2023,Torino,Barriera di Milano,via ozegna 8,44900,45,1,0,2,1,1940,Da ristrutturare
07/05/2023,Torino,Barriera di Milano,via Paolo Ferrari,160000,70,2,0,3,1,1980,
08/05/2023,Torino,Barriera di Milano,via Giovanni Paisiello,60000,57,3,0,2,1,1980,
01/04/2023,Torino,Rebaudengo,via Rocco Scotellaro 35,115000,100,2,1,4,1,1970,Buono / Abitabile
25/03/2023,Torino,Barriera di Milano,corso Giulio Cesare 162,28900,45,3,0,2,1,1930,Buono / Abitabile
13/04/2023,Torino,Aurora,via Francesco Cigna 70,124000,80,0,1,3,1,1970,Ottimo / Ristrutturato
24/03/2023,Torino,Barriera di Milano,via Monte Rosa  79,59000,74,1,0,3,1,1950,Buono / Abitabile
06/04/2023,Torino,Aurora,via Antonio Cecchi 56,89000,63,2,1,2,1,1970,Ottimo / Ristrutturato
07/04/2023,Torino,Barriera di Milano,via Paisiello 56,1300000,803,3,0,5,1,1900,Buono / Abitabile
24/03/2023,Torino,Barriera di Milano,via Candia 9,42000,50,3,0,3,1,1980,Ottimo / Ristrutturato
24/03/2023,Torino,Rebaudengo,via Cogne 40,105000,87,5,1,3,1,1980,
28/03/2023,Torino,Aurora,corso Giulio Cesare 58,50000,65,3,1,2,1,1960,Da ristrutturare
29/04/2023,Torino,Barriera di Milano,via Renato Martorelli 79,69900,60,3,0,3,1,1960,Buono / Abitabile
05/05/2023,Torino,Aurora,corso Regina Margherita 134,79000,70,1,0,3,1,1980,Da ristrutturare
30/03/2023,Torino,Barriera di Milano,corso Giulio Cesare 136/A,42000,55,5,0,2,1,1930,Buono / Abitabile
23/03/2023,Torino,Aurora,via Como 3,50000,45,2,0,2,1,1980,Buono / Abitabile
23/03/2023,Torino,Barriera di Milano,via Monterosa,49000,50,1,0,2,1,1980,Da ristrutturare
